name,score,smiles,inchikey,source,mw
Bazedoxifene,0.65,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,UCJGJABZCDBEDK-UHFFFAOYSA-N,NAFLDkb_repositioning,470.61
Becatecarin,0.65,CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,JSKFWUPVIZYJMR-UDOAKELVSA-N,NAFLDkb_repositioning,669.56
Beclomethasone dipropionate,0.65,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,NAFLDkb_repositioning,521.05
Belinostat,0.65,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,NCNRHFGMJRPRSK-MDZDMXLPSA-N,NAFLDkb_repositioning,318.35
Belumosudil,0.65,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,GKHIVNAUVKXIIY-UHFFFAOYSA-N,NAFLDkb_repositioning,452.52
Bempedoic acid,0.65,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,HYHMLYSLQUKXKP-UHFFFAOYSA-N,NAFLDkb_repositioning,344.49
Benazepril,0.65,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,XPCFTKFZXHTYIP-PMACEKPBSA-N,NAFLDkb_repositioning,424.5
Bendazac,0.65,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,BYFMCKSPFYVMOU-UHFFFAOYSA-N,NAFLDkb_repositioning,282.3
Bendroflumethiazide,0.65,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N,NAFLDkb_repositioning,421.42
Benidipine,0.65,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N,NAFLDkb_repositioning,505.57
Benmoxin,0.65,CC(NNC(=O)c1ccccc1)c1ccccc1,BEWNZPMDJIGBED-UHFFFAOYSA-N,NAFLDkb_repositioning,240.31
Benserazide,0.65,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,NAFLDkb_repositioning,257.25
Benzethonium,0.65,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,SIYLLGKDQZGJHK-UHFFFAOYSA-N,NAFLDkb_repositioning,412.64
Benzphetamine,0.65,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,YXKTVDFXDRQTKV-HNNXBMFYSA-N,NAFLDkb_repositioning,239.36
Benzthiazide,0.65,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,NDTSRXAMMQDVSW-UHFFFAOYSA-N,NAFLDkb_repositioning,431.95
Benzydamine,0.65,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,NAFLDkb_repositioning,309.41
Benzylpenicillin,0.65,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-MBNYWOFBSA-N,NAFLDkb_repositioning,334.4
Bepridil,0.65,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N,NAFLDkb_repositioning,366.55
Beraprost,0.65,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,CTPOHARTNNSRSR-APJZLKAGSA-N,NAFLDkb_repositioning,398.5
Besifloxacin,0.65,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,QFFGVLORLPOAEC-SNVBAGLBSA-N,NAFLDkb_repositioning,393.85
Beta carotene,0.65,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-JLTXGRSLSA-N,NAFLDkb_repositioning,536.89
Betamethasone,0.65,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-DVTGEIKXSA-N,NAFLDkb_repositioning,392.47
Betamethasone phosphate,0.65,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,VQODGRNSFPNSQE-DVTGEIKXSA-N,NAFLDkb_repositioning,472.45
Betaxolol,0.65,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-UHFFFAOYSA-N,NAFLDkb_repositioning,307.43
Bethanidine,0.65,C/N=C(\NC)NCc1ccccc1,NIVZHWNOUVJHKV-UHFFFAOYSA-N,NAFLDkb_repositioning,177.25
Betrixaban,0.65,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,XHOLNRLADUSQLD-UHFFFAOYSA-N,NAFLDkb_repositioning,451.91
Bevantolol,0.65,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,HXLAFSUPPDYFEO-UHFFFAOYSA-N,NAFLDkb_repositioning,345.44
Bicifadine,0.65,Cc1ccc(C23CNCC2C3)cc1,OFYVIGTWSQPCLF-UHFFFAOYSA-N,NAFLDkb_repositioning,173.26
Bicisate,0.65,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,RZQNBTMGBODDSK-UWVGGRQHSA-N,NAFLDkb_repositioning,324.47
Bimatoprost,0.65,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,AQOKCDNYWBIDND-FTOWTWDKSA-N,NAFLDkb_repositioning,415.57
Binimetinib,0.65,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,ACWZRVQXLIRSDF-UHFFFAOYSA-N,NAFLDkb_repositioning,441.23
Biotin,0.65,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,NAFLDkb_repositioning,244.32
Bisacodyl,0.65,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,KHOITXIGCFIULA-UHFFFAOYSA-N,NAFLDkb_repositioning,361.4
Bisegliptin,0.65,CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,AKFNKZFJBFQFAA-DIOPXHOYSA-N,NAFLDkb_repositioning,351.42
Bismuth subsalicylate,0.65,O=C1[O][Bi]([OH])[O]c2ccccc21,ZREIPSZUJIFJNP-UHFFFAOYSA-K,NAFLDkb_repositioning,362.09
Bisoprolol,0.65,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,VHYCDWMUTMEGQY-UHFFFAOYSA-N,NAFLDkb_repositioning,325.45
Bisoxatin,0.65,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1,BPKUDUSVDVLOPY-UHFFFAOYSA-N,NAFLDkb_repositioning,333.34
Bopindolol,0.65,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,UUOJIACWOAYWEZ-UHFFFAOYSA-N,NAFLDkb_repositioning,380.49
Bortezomib,0.65,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,NAFLDkb_repositioning,384.25
Bosentan,0.65,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,NAFLDkb_repositioning,551.63
Brexanolone,0.65,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AURFZBICLPNKBZ-SYBPFIFISA-N,NAFLDkb_repositioning,318.5
Brimonidine,0.65,Brc1c(NC2=NCCN2)ccc2nccnc12,XYLJNLCSTIOKRM-UHFFFAOYSA-N,NAFLDkb_repositioning,292.14
Brinzolamide,0.65,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-N,NAFLDkb_repositioning,383.52
Bromfenac,0.65,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,NAFLDkb_repositioning,334.17
Bromocriptine,0.65,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,OZVBMTJYIDMWIL-AYFBDAFISA-N,NAFLDkb_repositioning,654.61
Budesonide,0.65,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,VOVIALXJUBGFJZ-KWVAZRHASA-N,NAFLDkb_repositioning,430.54
Budiodarone,0.65,CC[C@H](C)OC(=O)Cc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,ZXOSVKYCXLTVGS-KRWDZBQOSA-N,NAFLDkb_repositioning,703.36
Bufexamac,0.65,CCCCOc1ccc(CC(=O)NO)cc1,MXJWRABVEGLYDG-UHFFFAOYSA-N,NAFLDkb_repositioning,223.27
Bupranolol,0.65,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,HQIRNZOQPUAHHV-UHFFFAOYSA-N,NAFLDkb_repositioning,271.79
Bupropion,0.65,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,NAFLDkb_repositioning,239.75
Busulfan,0.65,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,NAFLDkb_repositioning,246.31
CP-122721,0.65,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,ZIWFCOIGUNPHPM-HKUYNNGSSA-N,NAFLDkb_repositioning,380.41
Cabazitaxel,0.65,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,BMQGVNUXMIRLCK-OAGWZNDDSA-N,NAFLDkb_repositioning,835.94
Caffeine,0.65,Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,NAFLDkb_repositioning,194.19
Calcifediol,0.65,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,JWUBBDSIWDLEOM-DTOXIADCSA-N,NAFLDkb_repositioning,400.65
Calcium glubionate anhydrous,0.65,O=C([O][Ca][O]C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,YPCRNBPOUVJVMU-LCGAVOCYSA-L,NAFLDkb_repositioning,592.51
Calcium glucoheptonate,0.65,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],FATUQANACHZLRT-KMRXSBRUSA-L,NAFLDkb_repositioning,490.42
Caldaret,0.65,Cc1ccc(N2CCNCC2)c(S(=O)(=O)O)c1,DCDFLGVJWQIRGH-UHFFFAOYSA-N,NAFLDkb_repositioning,256.33
Camazepam,0.65,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,PXBVEXGRHZFEOF-UHFFFAOYSA-N,NAFLDkb_repositioning,371.82
Camptothecin,0.65,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,VSJKWCGYPAHWDS-FQEVSTJZSA-N,NAFLDkb_repositioning,348.36
Candesartan,0.65,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,HTQMVQVXFRQIKW-UHFFFAOYSA-N,NAFLDkb_repositioning,440.46
Candesartan cilexetil,0.65,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,NAFLDkb_repositioning,610.67
Cangrelor,0.65,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,PAEBIVWUMLRPSK-IDTAVKCVSA-N,NAFLDkb_repositioning,776.37
Cannabidiol,0.65,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,NAFLDkb_repositioning,314.47
Cannabinor,0.65,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,GSTZHANFXAKPSE-MXTREEOPSA-N,NAFLDkb_repositioning,470.61
Cantharidin,0.65,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,DHZBEENLJMYSHQ-XCVPVQRUSA-N,NAFLDkb_repositioning,196.2
Capric acid,0.65,CCCCCCCCCC(=O)O,GHVNFZFCNZKVNT-UHFFFAOYSA-N,NAFLDkb_repositioning,172.27
Caprylic acid,0.65,CCCCCCCC(=O)O,WWZKQHOCKIZLMA-UHFFFAOYSA-N,NAFLDkb_repositioning,144.21
Captopril,0.65,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,NAFLDkb_repositioning,217.29
Carbazochrome,0.65,CN1CC(O)C2=C/C(=N/NC(N)=O)C(=O)C=C21,XSXCZNVKFKNLPR-SDQBBNPISA-N,NAFLDkb_repositioning,236.23
Carbocisteine,0.65,N[C@@H](CSCC(=O)O)C(=O)O,GBFLZEXEOZUWRN-VKHMYHEASA-N,NAFLDkb_repositioning,179.2
Cardarine,0.65,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,YDBLKRPLXZNVNB-UHFFFAOYSA-N,NAFLDkb_repositioning,453.51
Carfilzomib,0.65,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,BLMPQMFVWMYDKT-NZTKNTHTSA-N,NAFLDkb_repositioning,719.92
Caroxazone,0.65,NC(=O)CN1Cc2ccccc2OC1=O,KYCBWEZLKCTALM-UHFFFAOYSA-N,NAFLDkb_repositioning,206.2
Carprofen,0.65,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,PUXBGTOOZJQSKH-UHFFFAOYSA-N,NAFLDkb_repositioning,273.72
Carteolol,0.65,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,LWAFSWPYPHEXKX-UHFFFAOYSA-N,NAFLDkb_repositioning,292.38
Carvedilol,0.65,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,NAFLDkb_repositioning,406.48
Cefacetrile,0.65,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,RRYMAQUWDLIUPV-BXKDBHETSA-N,NAFLDkb_repositioning,339.33
Cefaclor,0.65,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,QYIYFLOTGYLRGG-GPCCPHFNSA-N,NAFLDkb_repositioning,367.81
Cefadroxil,0.65,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,BOEGTKLJZSQCCD-UEKVPHQBSA-N,NAFLDkb_repositioning,363.4
Cefazolin,0.65,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,MLYYVTUWGNIJIB-BXKDBHETSA-N,NAFLDkb_repositioning,454.52
Cefdinir,0.65,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,RTXOFQZKPXMALH-GHXIOONMSA-N,NAFLDkb_repositioning,395.42
Cefditoren,0.65,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,KMIPKYQIOVAHOP-YLGJWRNMSA-N,NAFLDkb_repositioning,506.59
Cefepime,0.65,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,NAFLDkb_repositioning,480.57
Cefixime,0.65,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,OKBVVJOGVLARMR-QSWIMTSFSA-N,NAFLDkb_repositioning,453.46
Cefonicid,0.65,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,DYAIAHUQIPBDIP-AXAPSJFSSA-N,NAFLDkb_repositioning,542.58
Cefoperazone,0.65,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,GCFBRXLSHGKWDP-XCGNWRKASA-N,NAFLDkb_repositioning,645.68
Cefotetan,0.65,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,SRZNHPXWXCNNDU-RHBCBLIFSA-N,NAFLDkb_repositioning,575.63
Cefprozil,0.65,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,WDLWHQDACQUCJR-PBFPGSCMSA-N,NAFLDkb_repositioning,389.43
Cefroxadine,0.65,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,RDMOROXKXONCAL-UEKVPHQBSA-N,NAFLDkb_repositioning,365.41
Ceftazidime,0.65,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,NAFLDkb_repositioning,546.59
Ceftobiprole,0.65,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,VOAZJEPQLGBXGO-SDAWRPRTSA-N,NAFLDkb_repositioning,534.58
Ceftolozane,0.65,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3nsc(N)n3)[C@H]2SC1,JHFNIHVVXRKLEF-DCZLAGFPSA-N,NAFLDkb_repositioning,666.7
Ceftriaxone,0.65,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N,NAFLDkb_repositioning,554.59
Cefuroxime,0.65,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,JFPVXVDWJQMJEE-IZRZKJBUSA-N,NAFLDkb_repositioning,424.39
Celecoxib,0.65,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,NAFLDkb_repositioning,381.38
Celiprolol,0.65,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,JOATXPAWOHTVSZ-UHFFFAOYSA-N,NAFLDkb_repositioning,379.5
Cenisertib,0.65,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,KSOVGRCOLZZTPF-QMKUDKLTSA-N,NAFLDkb_repositioning,451.55
Cerivastatin,0.65,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,SEERZIQQUAZTOL-ANMDKAQQSA-N,NAFLDkb_repositioning,459.56
Cerulenin,0.65,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,GVEZIHKRYBHEFX-NQQPLRFYSA-N,NAFLDkb_repositioning,223.27
Cetilistat,0.65,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,MVCQKIKWYUURMU-UHFFFAOYSA-N,NAFLDkb_repositioning,401.59
Cetirizine,0.65,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,NAFLDkb_repositioning,388.9
Cetylpyridinium,0.65,CCCCCCCCCCCCCCCC[n+]1ccccc1,NEUSVAOJNUQRTM-UHFFFAOYSA-N,NAFLDkb_repositioning,304.54
Chenodeoxycholic acid,0.65,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N,NAFLDkb_repositioning,392.58
Chloramphenicol succinate,0.65,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,LIRCDOVJWUGTMW-ZWNOBZJWSA-N,NAFLDkb_repositioning,423.21
Chlorobutanol,0.65,CC(C)(O)C(Cl)(Cl)Cl,OSASVXMJTNOKOY-UHFFFAOYSA-N,NAFLDkb_repositioning,177.46
Chloroquine,0.65,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,NAFLDkb_repositioning,319.88
Chlorothiazide,0.65,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NAFLDkb_repositioning,295.73
Chlorphentermine,0.65,CC(C)(N)Cc1ccc(Cl)cc1,ZCKAMNXUHHNZLN-UHFFFAOYSA-N,NAFLDkb_repositioning,183.68
Chlorthalidone,0.65,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,NAFLDkb_repositioning,338.77
Chlorzoxazone,0.65,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,NAFLDkb_repositioning,169.57
Cholic Acid,0.65,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,NAFLDkb_repositioning,408.58
Choline magnesium trisalicylate,0.65,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Mg+2],FQCQGOZEWWPOKI-UHFFFAOYSA-K,NAFLDkb_repositioning,539.82
Choline salicylate,0.65,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O,UDKCHVLMFQVBAA-UHFFFAOYSA-M,NAFLDkb_repositioning,241.29
Ciclesonide,0.65,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-GXOBDPJESA-N,NAFLDkb_repositioning,540.7
Ciclopirox,0.65,Cc1cc(C2CCCCC2)n(O)c(=O)c1,SCKYRAXSEDYPSA-UHFFFAOYSA-N,NAFLDkb_repositioning,207.27
Ciglitazone,0.65,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,YZFWTZACSRHJQD-UHFFFAOYSA-N,NAFLDkb_repositioning,333.45
Cilansetron,0.65,Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O,NCNFDKWULDWJDS-OAHLLOKOSA-N,NAFLDkb_repositioning,319.41
Cilastatin,0.65,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,DHSUYTOATWAVLW-WFVMDLQDSA-N,NAFLDkb_repositioning,358.46
Cilazapril,0.65,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,HHHKFGXWKKUNCY-FHWLQOOXSA-N,NAFLDkb_repositioning,417.51
Cilnidipine,0.65,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,KJEBULYHNRNJTE-DHZHZOJOSA-N,NAFLDkb_repositioning,492.53
Cilomilast,0.65,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,CFBUZOUXXHZCFB-OYOVHJISSA-N,NAFLDkb_repositioning,343.42
Cimicoxib,0.65,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,KYXDNECMRLFQMZ-UHFFFAOYSA-N,NAFLDkb_repositioning,381.82
Cinacalcet,0.65,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-N,NAFLDkb_repositioning,357.42
Cinalukast,0.65,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,BZMKNPGKXJAIDV-VAWYXSNFSA-N,NAFLDkb_repositioning,412.56
Cinoxacin,0.65,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N,NAFLDkb_repositioning,262.22
