name,score,smiles,inchikey,source,mw
Luseogliflozin,0.78,CCOc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,WHSOLWOTCHFFBK-ZQGJOIPISA-N,NAFLDkb_investigational,434.55
MK-4074,0.78,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4cncc(C(=O)O)c4)ccc2O3)cc2c1c(C)cn2C1CC1,WDBNGXLHMZSUEI-UHFFFAOYSA-N,NAFLDkb_investigational,565.63
MN-001,0.78,CCCc1c(SCCCOc2ccc(C(C)=O)c(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,KPWYNAGOBXLMSE-UHFFFAOYSA-N,NAFLDkb_investigational,530.68
MSDC-0602K,0.78,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1.[K],WUPYCVYXBXCSQK-UHFFFAOYSA-N,NAFLDkb_investigational,410.51
Mazindol,0.78,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,NAFLDkb_investigational,284.75
Melatonin,0.78,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N,NAFLDkb_investigational,232.28
Metadoxine,0.78,Cc1ncc(CO)c(CO)c1O.O=C1CC[C@@H](C(=O)O)N1,RYKKQQUKJJGFMN-HVDRVSQOSA-N,NAFLDkb_investigational,298.3
Metformin,0.78,CN(C)C(=N)NC(=N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,NAFLDkb_investigational,129.17
Miricorilant,0.78,O=c1[nH]c(=O)c(Cc2cccc(C(F)(F)F)c2)c([C@H]2CC[C@H](c3ccccc3)CC2)[nH]1,GVVUZBSCYAVFTI-IYARVYRRSA-N,NAFLDkb_investigational,428.45
MitoQ,0.78,COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O,OIIMUKXVVLRCAF-UHFFFAOYSA-N,NAFLDkb_investigational,583.73
Moxonidine,0.78,COc1nc(C)nc(Cl)c1NC1=NCCN1,WPNJAUFVNXKLIM-UHFFFAOYSA-N,NAFLDkb_investigational,241.68
N-acetyl cysteine,0.78,CC(=O)NC(CS)C(=O)O,PWKSKIMOESPYIA-UHFFFAOYSA-N,NAFLDkb_investigational,163.2
Niacin,0.78,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,NAFLDkb_investigational,123.11
Nicotinamide,0.78,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,NAFLDkb_investigational,122.13
Nidufexor,0.78,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,JYTIXGYXBIBOMN-UHFFFAOYSA-N,NAFLDkb_investigational,487.94
Nitazoxanide,0.78,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,YQNQNVDNTFHQSW-UHFFFAOYSA-N,NAFLDkb_investigational,307.29
Nivocasan,0.78,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,VYFGDLGHHBUDTQ-ZLGUVYLKSA-N,NAFLDkb_investigational,415.42
Norursodeoxycholic acid,0.78,C[C@H](CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,QYYDXDSPYPOWRO-JHMCBHKWSA-N,NAFLDkb_investigational,378.55
Obeticholic Acid,0.78,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,ZXERDUOLZKYMJM-ZWECCWDJSA-N,NAFLDkb_investigational,420.63
Odevixibat,0.78,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,XULSCZPZVQIMFM-IPZQJPLYSA-N,NAFLDkb_investigational,740.95
Oleanolic Acid,0.78,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,MIJYXULNPSFWEK-GTOFXWBISA-N,NAFLDkb_investigational,456.71
Oleoylethanolamide,0.78,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,BOWVQLFMWHZBEF-KTKRTIGZSA-N,NAFLDkb_investigational,325.54
Oltipraz,0.78,Cc1c(-c2cnccn2)ssc1=S,CKNAQFVBEHDJQV-UHFFFAOYSA-N,NAFLDkb_investigational,226.35
Omeprazole,0.78,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,SUBDBMMJDZJVOS-UHFFFAOYSA-N,NAFLDkb_investigational,345.42
Orlistat,0.78,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,NAFLDkb_investigational,495.75
PF-05221304,0.78,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,LXZMHBHEXAELHH-UHFFFAOYSA-N,NAFLDkb_investigational,502.57
Palatinose,0.78,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,RJPPRBMGVWEZRR-WTZPKTTFSA-N,NAFLDkb_investigational,342.3
Pantoprazole,0.78,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,IQPSEEYGBUAQFF-UHFFFAOYSA-N,NAFLDkb_investigational,383.38
Pemafibrate,0.78,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,ZHKNLJLMDFQVHJ-RUZDIDTESA-N,NAFLDkb_investigational,490.56
Pentoxifylline,0.78,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,NAFLDkb_investigational,278.31
Perindopril,0.78,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,IPVQLZZIHOAWMC-QXKUPLGCSA-N,NAFLDkb_investigational,368.47
Phentermine,0.78,CC(C)(N)Cc1ccccc1,DHHVAGZRUROJKS-UHFFFAOYSA-N,NAFLDkb_investigational,149.24
Phosphatidylcholine,0.78,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,FORFDCPQKJHEBF-VPUSDGANSA-N,NAFLDkb_investigational,786.13
Phytosterol,0.78,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,KZJWDPNRJALLNS-VJSFXXLFSA-N,NAFLDkb_investigational,414.72
Pioglitazone,0.78,CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-QGZVFWFLSA-N,NAFLDkb_investigational,356.45
Piperine,0.78,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-YPCIICBESA-N,NAFLDkb_investigational,285.34
Pitavastatin,0.78,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-N,NAFLDkb_investigational,421.47
Proanthocyanidin,0.78,COc1c(O)cc([C@H]2Oc3c(c(O)cc(O)c3[C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)cc4)[C@@H]3O)C[C@H]2O)cc1O,JPFCOVZKLAXXOE-NFJBMHMQSA-N,NAFLDkb_investigational,592.55
Proglumide,0.78,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,DGMKFQYCZXERLX-UHFFFAOYSA-N,NAFLDkb_investigational,334.42
Px-104,0.78,O=C(O)c1ccc([C@@H]2C[C@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1,XBUXXJUEBFDQHD-SFTDATJTSA-N,NAFLDkb_investigational,554.86
Quercetin,0.78,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,NAFLDkb_investigational,302.24
Quinidine,0.78,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-LHHVKLHASA-N,NAFLDkb_investigational,324.42
Raltegravir,0.78,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-N,NAFLDkb_investigational,444.42
Ranolazine,0.78,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,NAFLDkb_investigational,427.55
Remogliflozin,0.78,Cc1c(Cc2ccc(OC(C)C)cc2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)nn1C(C)C,GSINGUMRKGRYJP-VZWAGXQNSA-N,NAFLDkb_investigational,450.53
Resmetirom,0.78,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,FDBYIYFVSAHJLY-UHFFFAOYSA-N,NAFLDkb_investigational,435.23
Resveratrol,0.78,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,NAFLDkb_investigational,228.25
Rifampicin,0.78,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,NAFLDkb_investigational,822.95
Rifaximin,0.78,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,NAFLDkb_investigational,785.89
Rimonabant,0.78,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,JZCPYUJPEARBJL-UHFFFAOYSA-N,NAFLDkb_investigational,463.8
Roflumilast,0.78,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,MNDBXUUTURYVHR-UHFFFAOYSA-N,NAFLDkb_investigational,403.21
Rosemary,0.78,O=C(O)[C@H]1O[C@@H](Oc2cc(-c3cc(=O)c4c(O)cc(O)cc4o3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,JDOFZOKGCYYUER-ZFORQUDYSA-N,NAFLDkb_investigational,462.36
Rosiglitazone,0.78,CN(CCOC1CCC(CC2SC(=O)NC2=O)CC1)C1CCCCN1,CZHAQHXDBPAXKQ-UHFFFAOYSA-N,NAFLDkb_investigational,369.53
Rosuvastatin,0.78,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,BPRHUIZQVSMCRT-VEUZHWNKSA-N,NAFLDkb_investigational,481.55
S-adenosyl-L-methionine,0.78,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,MEFKEPWMEQBLKI-AIRLBKTGSA-N,NAFLDkb_investigational,398.45
Salsalate,0.78,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,WVYADZUPLLSGPU-UHFFFAOYSA-N,NAFLDkb_investigational,258.23
Saroglitazar,0.78,CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O,MRWFZSLZNUJVQW-DEOSSOPVSA-N,NAFLDkb_investigational,439.58
Seladelpar,0.78,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,JWHYSEDOYMYMNM-QGZVFWFLSA-N,NAFLDkb_investigational,444.47
Selonsertib,0.78,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,YIDDLAAKOYYGJG-UHFFFAOYSA-N,NAFLDkb_investigational,445.5
Sibutramine,0.78,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,UNAANXDKBXWMLN-UHFFFAOYSA-N,NAFLDkb_investigational,279.86
Silymarin,0.78,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,SEBFKMXJBCUCAI-UHFFFAOYSA-N,NAFLDkb_investigational,482.44
Sitagliptin,0.78,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,MFFMDFFZMYYVKS-SECBINFHSA-N,NAFLDkb_investigational,407.32
Solithromycin,0.78,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)O[C@]12C,IXXFZUPTQVDPPK-ZAWHAJPISA-N,NAFLDkb_investigational,845.02
Spironolactone,0.78,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,LXMSZDCAJNLERA-ZHYRCANASA-N,NAFLDkb_investigational,416.58
Spirulina,0.78,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C(C)(C)O)C(C)(C)C[C@H](O)C1,MUCOHWBULSBLLZ-ALZSAHPVSA-N,NAFLDkb_investigational,731.03
Sulfonylurea,0.78,NC(=O)N=S(=O)=O.NC(=O)N=S(=O)=O,YDMLDADNVSAMLD-UHFFFAOYSA-N,NAFLDkb_investigational,244.21
Sulforaphane,0.78,CS(=O)CCCCN=C=S,SUVMJBTUFCVSAD-UHFFFAOYSA-N,NAFLDkb_investigational,177.29
TERN-101,0.78,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,RPVDFHPBGBMWID-UHFFFAOYSA-N,NAFLDkb_investigational,540.45
TRO19622,0.78,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@]4(C)[C@H]3CC[C@]12C,QNTASHOAVRSLMD-SIWSWZRQSA-N,NAFLDkb_investigational,399.66
TVB-2640,0.78,Cc1nc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)n[nH]1,BBGOSBDSLYHMRA-UHFFFAOYSA-N,NAFLDkb_investigational,439.56
Telmisartan,0.78,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N,NAFLDkb_investigational,514.63
Teneligliptin,0.78,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,WGRQANOPCQRCME-PMACEKPBSA-N,NAFLDkb_investigational,426.59
Testosterone Undecanoate,0.78,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,UDSFVOAUHKGBEK-CNQKSJKFSA-N,NAFLDkb_investigational,456.71
Thioctic acid,0.78,O=C(O)CCCCC1CCSS1,AGBQKNBQESQNJD-UHFFFAOYSA-N,NAFLDkb_investigational,206.33
Thyme,0.78,C=CC(C)(O)CCC=C(C)C.CC(C)C12CCC(C)(O)C1C2.CC1=CCC(C(C)(C)O)CC1.Cc1ccc(C(C)C)c(O)c1.Cc1ccc(C(C)C)cc1,VOHUWOUGEDDNDQ-UHFFFAOYSA-N,NAFLDkb_investigational,747.2
Tocotrienol,0.78,CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2cc(O)ccc2O1,GJJVAFUKOBZPCB-UHFFFAOYSA-N,NAFLDkb_investigational,382.59
Tofogliflozin,0.78,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,VWVKUNOPTJGDOB-BDHVOXNPSA-N,NAFLDkb_investigational,386.44
Tranilast,0.78,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,NZHGWWWHIYHZNX-UHFFFAOYSA-N,NAFLDkb_investigational,327.34
Trehalose,0.78,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,HDTRYLNUVZCQOY-LIZSDCNHSA-N,NAFLDkb_investigational,342.3
Troglitazone,0.78,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N,NAFLDkb_investigational,441.55
Tropifexor,0.78,O=C(O)c1cc(F)c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,VYLOOGHLKSNNEK-PIIMJCKOSA-N,NAFLDkb_investigational,603.59
Ursodeoxycholic acid,0.78,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-UZVSRGJWSA-N,NAFLDkb_investigational,392.58
VK-2809,0.78,Cc1cc(OCP2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,LGGPZDRLTDGYSQ-GYKKGXIBSA-N,NAFLDkb_investigational,514.99
VK2809,0.78,Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,LGGPZDRLTDGYSQ-JADSYQMUSA-N,NAFLDkb_investigational,514.99
Vigabatrin,0.78,C=CC(N)CCC(=O)O,PJDFLNIOAUIZSL-UHFFFAOYSA-N,NAFLDkb_investigational,129.16
Vildagliptin,0.78,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,SYOKIDBDQMKNDQ-XWTIBIIYSA-N,NAFLDkb_investigational,303.41
Vitamin B6,0.78,Cc1ncc(CO)c(CO)c1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N,NAFLDkb_investigational,169.18
Vitamin C,0.78,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,NAFLDkb_investigational,176.12
Vitamin D,0.78,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,QYSXJUFSXHHAJI-YRZJJWOYSA-N,NAFLDkb_investigational,384.65
Volixibat,0.78,CCCC[C@]1(CC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2cccc(NC(=O)N[C@@H]3O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3O)c2)[C@H]1O,ULVBLFBUTQMAGZ-RTNCXNSASA-N,NAFLDkb_investigational,805.97
Zucchini,0.78,CC1(C)[C@H](OC(=O)c2ccc(N)cc2)CC[C@]2(C)C3=CC[C@@]4(C)[C@@H]5C[C@](C)(COC(=O)c6ccccc6)CC[C@]5(C)CC[C@]4(C)C3=CC[C@@H]12,VKNUHXUEPNYSDN-GJSTXJOSSA-N,NAFLDkb_investigational,663.94
"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",0.65,CC(=O)O[C@H](C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1cccc(Cl)c1,OVSAMUIBGQSLDC-INIZCTEOSA-N,NAFLDkb_repositioning,400.77
"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",0.65,CC(=O)O[C@H](C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1ccccc1,NKBDSMREMMRFSI-INIZCTEOSA-N,NAFLDkb_repositioning,366.33
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,0.65,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(Cl)cc1,CPBLTMSKPQDJPW-AWEZNQCLSA-N,NAFLDkb_repositioning,276.72
(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,0.65,CCc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,CJMVTSLLWMPEKQ-INIZCTEOSA-N,NAFLDkb_repositioning,270.33
(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,0.65,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,TZTPJJNNACUQQR-FQEVSTJZSA-N,NAFLDkb_repositioning,318.37
(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,0.65,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,WMUIIGVAWPWQAW-DEOSSOPVSA-N,NAFLDkb_repositioning,419.48
(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,0.65,CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2F)c1)C(=O)O,BDLLIPYDNFENMY-ZDUSSCGKSA-N,NAFLDkb_repositioning,427.39
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",0.65,CCO[C@@H](Cc1ccc2c(ccn2Cc2nc(-c3ccccc3Cl)oc2C)c1)C(=O)O,PAWOPJKHTZCKMT-QFIPXVFZSA-N,NAFLDkb_repositioning,438.91
"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",0.65,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCC(=O)O,IFRKCNPQVIJFAQ-HBUOOPIGSA-N,NAFLDkb_repositioning,344.5
"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",0.65,CCCCC/C=C/C=C1\C(=O)C=C[C@@H]1C/C=C/CCCC(=O)O,VHRUMKCAEVRUBK-XOVNXQNQSA-N,NAFLDkb_repositioning,316.44
"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",0.65,CC/C=C\C/C=C\C/C=C\C/C=C\C=C\[C@H](O)CCCC(=O)O,FTAGQROYQYQRHF-CBVHGRPESA-N,NAFLDkb_repositioning,318.46
"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",0.65,CCCCC/C=C\C[C@H](O)/C=C/CC(=O)CCCCC(=O)O,OJFOOCZBVPQYRS-PSDPTOBYSA-N,NAFLDkb_repositioning,310.43
"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",0.65,CCCCC/C=C\C/C=C\[C@H](O)CC(=O)CCCCC(=O)O,MLHUENSFQCPBQH-ZBKJIUGYSA-N,NAFLDkb_repositioning,310.43
"(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid",0.65,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(C(=O)O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)c1ccc(O)cc1,RPNNXCYIESWDSC-JRZBRKEGSA-N,NAFLDkb_repositioning,420.55
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",0.65,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,HNICUWMFWZBIFP-IRQZEAMPSA-N,NAFLDkb_repositioning,296.45
(R)-3-hydroxytetradecanoic acid,0.65,CCCCCCCCCCC[C@@H](O)CC(=O)O,ATRNZOYKSNPPBF-CYBMUJFWSA-N,NAFLDkb_repositioning,244.37
(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,0.65,CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,WUZIMDSVRIBNNI-DEOSSOPVSA-N,NAFLDkb_repositioning,403.48
"1,4-Dithiothreitol",0.65,O[C@@H](CS)[C@@H](O)CS,VHJLVAABSRFDPM-IMJSIDKUSA-N,NAFLDkb_repositioning,154.26
1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,0.65,C=CC(=O)c1ccc(CCCCCC)cc1,IINHTEWASPUCMH-UHFFFAOYSA-N,NAFLDkb_repositioning,216.32
"1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE",0.65,Cn1nc(C(F)(F)F)c2cc(C(=O)NCCS)sc21,HDKGQVZBBSICLG-UHFFFAOYSA-N,NAFLDkb_repositioning,309.34
"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",0.65,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCC[C@H]3COc3ccccc3)ccc21,PFAYCUAUBOGVDX-AWEZNQCLSA-N,NAFLDkb_repositioning,400.46
"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",0.65,COc1c(F)c(F)c(C(N)=O)c(F)c1F,JTXPTSGPUNTKSM-UHFFFAOYSA-N,NAFLDkb_repositioning,223.12
"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",0.65,O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,GYILVHHTCYNIOS-UHFFFAOYSA-N,NAFLDkb_repositioning,436.49
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,0.65,O=C(O)c1cc(S(=O)(=O)NCCS)ccc1O,UCQUNSCHVXCSCJ-UHFFFAOYSA-N,NAFLDkb_repositioning,277.32
